state,51 Open evergreen broadleaved - 10-20,51 Open evergreen broadleaved - 20-30,51 Open evergreen broadleaved - 30-40,51 Open evergreen broadleaved - 40-50,51 Open evergreen broadleaved - 50-60,51 Open evergreen broadleaved - 60-70,51 Open evergreen broadleaved - 70-80,51 Open evergreen broadleaved - 80-90,51 Open evergreen broadleaved - 90-100,52 Closed evergreen broadleaved - 10-20,52 Closed evergreen broadleaved - 20-30,52 Closed evergreen broadleaved - 30-40,52 Closed evergreen broadleaved - 40-50,52 Closed evergreen broadleaved - 50-60,52 Closed evergreen broadleaved - 60-70,52 Closed evergreen broadleaved - 70-80,52 Closed evergreen broadleaved - 80-90,52 Closed evergreen broadleaved - 90-100,61 Open deciduous broadleaved - 10-20,61 Open deciduous broadleaved - 20-30,61 Open deciduous broadleaved - 30-40,61 Open deciduous broadleaved - 40-50,61 Open deciduous broadleaved - 50-60,61 Open deciduous broadleaved - 60-70,61 Open deciduous broadleaved - 70-80,61 Open deciduous broadleaved - 80-90,61 Open deciduous broadleaved - 90-100,62 Closed deciduous broadleaved - 10-20,62 Closed deciduous broadleaved - 20-30,62 Closed deciduous broadleaved - 30-40,62 Closed deciduous broadleaved - 40-50,62 Closed deciduous broadleaved - 50-60,62 Closed deciduous broadleaved - 60-70,62 Closed deciduous broadleaved - 70-80,62 Closed deciduous broadleaved - 80-90,62 Closed deciduous broadleaved - 90-100,71 Open evergreen needleleaved - 10-20,71 Open evergreen needleleaved - 20-30,71 Open evergreen needleleaved - 30-40,71 Open evergreen needleleaved - 40-50,71 Open evergreen needleleaved - 50-60,71 Open evergreen needleleaved - 60-70,71 Open evergreen needleleaved - 70-80,71 Open evergreen needleleaved - 80-90,71 Open evergreen needleleaved - 90-100,72 Closed evergreen needleleaved - 10-20,72 Closed evergreen needleleaved - 20-30,72 Closed evergreen needleleaved - 30-40,72 Closed evergreen needleleaved - 40-50,72 Closed evergreen needleleaved - 50-60,72 Closed evergreen needleleaved - 60-70,72 Closed evergreen needleleaved - 70-80,72 Closed evergreen needleleaved - 80-90,72 Closed evergreen needleleaved - 90-100,81 Open deciduous needleleaved - 10-20,81 Open deciduous needleleaved - 20-30,81 Open deciduous needleleaved - 30-40,81 Open deciduous needleleaved - 40-50,81 Open deciduous needleleaved - 50-60,81 Open deciduous needleleaved - 60-70,81 Open deciduous needleleaved - 70-80,81 Open deciduous needleleaved - 80-90,81 Open deciduous needleleaved - 90-100,82 Closed deciduous needleleaved - 10-20,82 Closed deciduous needleleaved - 20-30,82 Closed deciduous needleleaved - 30-40,82 Closed deciduous needleleaved - 40-50,82 Closed deciduous needleleaved - 50-60,82 Closed deciduous needleleaved - 60-70,82 Closed deciduous needleleaved - 70-80,82 Closed deciduous needleleaved - 80-90,82 Closed deciduous needleleaved - 90-100,91 Open mixed forest - 10-20,91 Open mixed forest - 20-30,91 Open mixed forest - 30-40,91 Open mixed forest - 40-50,91 Open mixed forest - 50-60,91 Open mixed forest - 60-70,91 Open mixed forest - 70-80,91 Open mixed forest - 80-90,91 Open mixed forest - 90-100,92 Closed mixed forest - 10-20,92 Closed mixed forest - 20-30,92 Closed mixed forest - 30-40,92 Closed mixed forest - 40-50,92 Closed mixed forest - 50-60,92 Closed mixed forest - 60-70,92 Closed mixed forest - 70-80,92 Closed mixed forest - 80-90,92 Closed mixed forest - 90-100
Rhode Island,0.0001390769334621462,0.00014775834340185817,0.00017742301394365787,0.00016235720658021275,0.0002048670532266672,0.00013666162450895328,0.00013966116586730363,0.00013289726197046668,0.0001576766946111904,4.430109328268372e-06,3.691136384986749e-06,3.6235412110841034e-06,1.6107705107515358e-06,2.7531935273827912e-06,1.0073182039604944e-06,1.006841898743005e-06,1.074404629264336e-06,3.359759546128771e-07,0.00011035810502886312,0.00011656923370169888,0.00016205230243749455,0.00014667426148865756,0.0001808799019885573,0.00011356676302166396,0.00011292742036705678,0.0001384266563630432,0.0002567167974179336,0.0019855421141818,0.002125251632869,0.0027007167358895,0.0030389852288459,0.004250136484932,0.0039296425850331,0.0051012692830696,0.0062432339632023,0.0162347870336522,0.0001866664512371976,0.0001695577889603384,0.00019684894139611317,0.00011340056541744652,0.00010882607754542934,6.3984281591417e-05,4.539235894249456e-05,3.6139212696184586e-05,3.7570036848663614e-05,0.0005931578230498433,0.0006799784838888763,0.0010002297144884,0.0014754475849916,0.0021254353835599,0.0022922079820467,0.003060610383343,0.0042962912451737,0.0128725695209009,9.27304506603832e-06,1.141325878501889e-05,1.2897522154275975e-05,1.2218590143220354e-05,1.9937541403422462e-05,2.934060886593559e-05,6.342925389982473e-05,0.00014388951416734408,0.00037940676067283255,2.8191080048145523e-06,3.292083199823992e-06,4.1660337046778295e-06,3.825062364626319e-06,4.028772195852071e-06,2.3520242962149496e-06,3.964605717499126e-06,1.0952367958338982e-05,3.180502280741848e-05,6.492074819826533e-05,6.748083980078398e-05,6.073566554430072e-05,5.5507647952990784e-05,6.371661493301752e-05,4.507654941447219e-05,3.62808663051423e-05,3.753330866875531e-05,3.995842690597208e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,0.0007231979379797588,0.0006055214664870864,0.0006088218637817348,0.000770091521263125,0.0010113265700035,0.0008122080485703725,0.0012453318436834,0.0033047356314966,0.0106945952662586,1.092046653639045e-05,7.796058639542025e-06,9.578730768566857e-06,6.020287990793349e-06,4.840936831840281e-06,3.201123121243654e-06,2.616117605214185e-06,1.7606414246529312e-06,1.7656482995676015e-06,0.0003886409529579394,0.0003707840618311169,0.000453095409526095,0.0005019546750153725,0.0007154492081177326,0.0006098945526884773,0.0010629744876632,0.0025816911885221,0.0036923486685282,0.0097143032660593,0.0087251981442583,0.0092600797991517,0.0146756267785212,0.0215201780378066,0.022653660654795,0.0357981158313063,0.0657990041875025,0.2243319239727201,0.0007130154354078567,0.0006087492320503429,0.0005721880047126566,0.000440366580478473,0.0004623221732880249,0.00027839980742200786,0.00025002231620016005,0.00026163826077795063,0.00033628223258813585,0.0038559729919796,0.0038645992659557,0.0054596727763394,0.0091026932515191,0.0156643758198256,0.0186953450746087,0.0328263663496022,0.081419346054209,0.1271772186152792,0.0003147571667845878,0.00025151792264210826,0.0003541482954569333,0.0007679743811287247,0.0012257428523941,0.0020005899880257,0.0086404465249166,0.0334862534111454,0.0735842254105316,2.1684239698395367e-05,2.36677711669131e-05,2.490870643921493e-05,3.0298419138616467e-05,4.126343102153468e-05,3.797938744137176e-05,6.307663403412241e-05,0.00034360004522253064,0.0009724215761136236,0.00033310486701734635,0.0003106509799853457,0.00032630870326909523,0.000312406208960244,0.0004088517307312368,0.00030249797527921366,0.0003107038328542611,0.0005350866679771228,0.0008432327171015138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,0.0019295975650092,0.0012422472136847,0.0012063003800516,0.0016898377963573,0.0019129589069425,0.001446714267074,0.0017108390150885,0.002261563169635,0.0068274365481532,7.237999028575359e-06,3.234711286381753e-06,2.650435760642722e-06,3.101620947632e-06,3.2232257893838323e-06,2.646120911720118e-06,3.4229676018071582e-06,1.6743359694260107e-06,2.779503404326533e-06,0.0003209306801525936,0.000340667523383359,0.0004183048750088385,0.0005637913072052311,0.0007645020890057494,0.0006666533891375388,0.0009009451958168508,0.0015169504025193,0.0032213918123441,0.0134854756810748,0.0099350485285153,0.0092828704706961,0.0163068475767283,0.0215826455163628,0.0242240427143369,0.036512984805423,0.0815575839632913,0.3167142301551193,0.0008190109279584534,0.0005685047932459497,0.0004898608862742781,0.00046091538821270086,0.0004174248448892923,0.00024230754517906705,0.00021521044613375377,0.00016599906790867291,0.00020074283302875528,0.001623414277926,0.0017303577016366,0.0023077260755016,0.0045532618471274,0.00764930926594,0.0096665737678399,0.0170681587877089,0.0363983042346705,0.0532453411157152,0.0002482936682111795,0.00023028820339461903,0.00032631248148605024,0.0006314096118784413,0.0011133862568989,0.0017640209349339,0.0056884451522166,0.0257431909843879,0.0646090369584992,2.095235299714873e-05,1.718713291865015e-05,1.7602048238529733e-05,2.442397146793115e-05,3.547013236994069e-05,3.664156304350898e-05,4.689979959263222e-05,0.0002621838016111155,0.0011040288042167,0.00023048574179696576,0.00018834640101354525,0.00016788969463526232,0.0002260450717349894,0.00022691754723680064,0.00016046431242710142,0.0001447337544057487,0.00017955975561152645,0.0004092641158698754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,0.0009467383614148216,0.0009464644927454774,0.0011330496388988,0.0011884376276019,0.0016624975125758,0.0011949863681269,0.0011867345251307,0.0011008846205443,0.0011828857693214,1.2373499458817603e-05,1.2909210234113289e-05,1.3657517079934678e-05,6.1890735310043965e-06,9.62486490863057e-06,4.581022885474795e-06,3.568756163474518e-06,2.8292962070963767e-06,2.564374355529253e-06,0.0003092349953414655,0.00034904756667420616,0.0005817110297326501,0.000480940788915964,0.000696406442573635,0.0004959435903799101,0.000415731612049741,0.0004160000450485434,0.0004090536577674372,0.0093549640986834,0.0091073253486109,0.0115233715332192,0.0148589269989942,0.0241447877774977,0.0231702950024362,0.031225016570445,0.0405493295146873,0.0955474217797598,0.0007851677715880146,0.0007537095830999159,0.0008582220699631305,0.0005379154435344753,0.0005861350809828879,0.0003320461206319478,0.0002366145581138359,0.0001862834446037161,0.0001570174302579918,0.0023300137047013,0.0024725705722878,0.0046933372006707,0.0048565270260618,0.0073133593010395,0.0068347589716839,0.0077814862573659,0.0102453265442685,0.0199535335140063,3.499465108092181e-05,4.049272804707016e-05,5.032810701521839e-05,4.937187284558515e-05,8.430908448461566e-05,9.846739534958826e-05,0.0001987755787028204,0.0005996459672402085,0.0033524096164531,1.6325021611862667e-05,1.4785804928862945e-05,2.379554402409667e-05,1.626969257984001e-05,2.3394193839010317e-05,1.7754134880476613e-05,1.706613048924055e-05,2.8604300354118092e-05,4.615422613839798e-05,0.00022816632394758317,0.00023815555607219115,0.000233387856281511,0.0001980575784159555,0.0002493823221101644,0.00016550180514592088,0.00014727052187168965,0.00013561773774508276,0.0001371319160919965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maine,0.0016349305314463,0.0013807311988421,0.0015886217189431,0.0030164907204911,0.0043058899293356,0.0064229886632307,0.0138521595861545,0.0298309645570512,0.1118268838584247,6.0227521174738285e-06,4.347903924895036e-06,5.062799367294701e-06,2.648463940602141e-06,3.0948132021535457e-06,2.0622130207925693e-06,1.552062684595512e-06,1.2914648053197195e-06,1.5514280917727774e-06,0.0012555545311504,0.0013254118043991,0.0018635613275591,0.0034075055104517,0.0060250731351066,0.010403341305634,0.0273788574233109,0.0687650399863049,0.106362796191625,0.0271150274235711,0.0232271379977442,0.0228704143402626,0.0437433292393664,0.0595840563069926,0.0733970934076449,0.1316432191225402,0.2379607547619516,0.8392630853729924,0.0006016515695595429,0.0004851561648777647,0.00043029300592929286,0.0004098688567734477,0.0004551674601856905,0.00031724460434985553,0.00034695743221012284,0.0003677510521952194,0.0004340327507321717,0.0185094454386833,0.0193560253942951,0.0257341928461818,0.0487636874223777,0.0872441256057951,0.1388339063710139,0.3177939865890256,0.6741962164325025,0.843840040133711,0.0013134850074896,0.0011934813272221,0.0016888676686082,0.0035966456856064,0.006222616817533,0.0119852662163248,0.0412608530310628,0.1230971703651758,0.2590063442743247,2.182808473349951e-05,2.5207034447305432e-05,2.964134320393441e-05,4.679178902478043e-05,7.780889556130433e-05,0.00010627726809531168,0.00021052458014599891,0.000938376203489146,0.0023121155031109,0.000850844622537304,0.0007693723241857242,0.0008051137768493602,0.0011749380209378,0.0017628405380346,0.0016798365211161,0.0022194844238071,0.0044909500351486,0.0113678669659977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Massachusetts,0.0011251236862999,0.0010853745015557,0.0012625423984351,0.0012100999610758,0.0015430005102854,0.0010720771541193,0.001044354532911,0.0011323762249786,0.0019790242549073,2.947297046063113e-05,2.4602344545598957e-05,2.7183723943835503e-05,1.1063999657778822e-05,1.2061072695246366e-05,5.9278805224494135e-06,3.662358871281413e-06,3.9920355092704085e-06,3.0617941177979446e-06,0.0007839024945300487,0.0008177397618420438,0.0011534977986383,0.0010239946460713,0.0013624368777384,0.0009310377579488018,0.0007795950267428546,0.000965689664963762,0.0013033316644415,0.0137544644882964,0.0140687085879772,0.0181209066036017,0.0220206911668488,0.0325787847135207,0.0311060292671497,0.0388282890532197,0.0478440747025767,0.1285128226024338,0.0010653548252859,0.0010350324942531,0.001164998696538,0.0006331275953567182,0.0006796263963466612,0.0003904878791140184,0.00027017664143231987,0.0002379264666017229,0.0002371882043002072,0.0070932931469603,0.0079367208471241,0.0116856649858282,0.0172576861095208,0.0262706018159586,0.0299727389223162,0.0336866010337885,0.044508034053976,0.0954009217036577,0.00010180139829792128,0.00010792197776969956,0.0001370199173664156,0.00018025878842977072,0.0003511930963766224,0.0004988427169735689,0.0011323061349414,0.0039277186814317,0.0165078587135817,3.3965591917706206e-05,2.7756887192254e-05,4.0459075144383405e-05,3.8671475920182274e-05,3.9941366694051794e-05,3.786928677840251e-05,4.34181954958035e-05,0.00011567453908867265,0.0002645122161643106,0.0003440166051802584,0.0003445331931901837,0.0003636007315877215,0.0002899238287918249,0.0003552474611063705,0.00024698024581697625,0.0002051021837585869,0.0002483614198365335,0.00035017537716809703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,0.0010426676633632,0.0011214938259266,0.0014201650877723,0.0012474432235265,0.0018732065176444,0.0013837531175648,0.0012512313526345,0.0016079069115732,0.0017250228781324,4.0123754132537215e-05,3.943780220794224e-05,4.9452007374384266e-05,1.720059531606921e-05,2.218188744507188e-05,1.3418635312234528e-05,7.369559931191816e-06,8.682153662675773e-06,9.918908084216582e-06,0.0008029621597103187,0.0008412373951287577,0.0012382438681513,0.0009470287802315625,0.0011700057029654,0.0008869395210706778,0.000788580640076475,0.0016139471219389,0.0016701237514382,0.0116000068235734,0.0109532549554714,0.0157957685672611,0.0146612680828255,0.0230069272739061,0.0206634311399455,0.023893328090493,0.0418604201660618,0.1116325551724623,0.0012767051302404,0.0012211154574472,0.0015301432410208,0.000694405208179038,0.0009223398663582084,0.0005419280662857606,0.0003090067838352398,0.00032882080024165816,0.0002563987967585704,0.0073444375110839,0.0069599444022762,0.010570507177927,0.0131052172456975,0.0174494565382999,0.0174865362636754,0.0279206088902416,0.0399035087423781,0.0972764899496085,4.879122910494971e-05,4.321375926252813e-05,5.271031523790271e-05,3.0245512292026436e-05,3.96642776863132e-05,2.907620191194837e-05,3.347193188574238e-05,9.221772025114204e-05,0.0003408053466813499,1.973578076075455e-05,1.7566386631528985e-05,2.432783421113527e-05,1.5337932872228066e-05,2.4781870429535505e-05,1.8629810021764115e-05,1.5141058845813404e-05,2.4600358287329985e-05,3.471431637791511e-05,0.0003697711656508151,0.0003505075053595874,0.00036993123401884986,0.00024927315330103283,0.0003279472958297447,0.000220675480292698,0.00018274292830966488,0.00020981741882764027,0.00019437544073497293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsylvania,0.0138874730690103,0.0111897304750275,0.0098119096159849,0.009514959487067,0.0128512004772949,0.0088925827223638,0.0091057116541953,0.0096845783947317,0.0113930993298563,8.756098305983575e-05,7.435624482354797e-05,0.00010575934791035024,6.852033345694508e-05,7.193471243027716e-05,3.524845953423847e-05,2.2974881332515903e-05,2.0787378105069365e-05,1.561334337907283e-05,0.0017561781694048,0.0016527401260412,0.0023200290432579,0.0023325913310141,0.0030815762129414,0.0023094922418349,0.0020809950290043,0.0021716747262615,0.002889159821752,0.1076926597933112,0.0831990905502659,0.0788651226979718,0.1082159022416405,0.1587834722011757,0.1396728493072214,0.2134132166440112,0.3583225048667454,1.3757454744008486,0.008855485771557,0.0075260943477924,0.0082679022619005,0.0042712379142134,0.0046813119153966,0.0024245099109861,0.0016494173218345,0.0014231048700976,0.0011403907627774,0.0067763542246172,0.0063291857174668,0.0092261619989033,0.0117355927898901,0.0175020937739318,0.0167369935279874,0.0207435029681158,0.028000710019256,0.0506146989132417,0.0010869458727721,0.0011311228355508,0.0015948045341662,0.0022118414513602,0.0041831249585048,0.0047063137732453,0.0078615626636749,0.0169111242239522,0.0598153337345438,0.00010946127649447136,0.00012199480046604094,0.000192910172067684,0.00021865654089481268,0.00038571816398821153,0.0003711555984141308,0.0003762436534198706,0.0006148430271863401,0.0007664721743894882,0.0022633939698778,0.0017963270316274,0.001568335012715,0.0013621803479164,0.0016528146552846,0.0010863008051966,0.0009460055867042366,0.00094382106020792,0.0009389532217922488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,0.0105727407034982,0.0072923617715373,0.0066969210929443,0.0080058420149923,0.0102243237915463,0.0067012219580666,0.0083301401453037,0.0092324162991699,0.0144638707579353,7.326792831940018e-05,5.998057582701222e-05,7.274773787457889e-05,5.8252340934927815e-05,5.44418739210073e-05,2.351263601068512e-05,1.7907066727218535e-05,1.2793108425057652e-05,1.4705893782718247e-05,0.0019707238842712,0.0019122235522813,0.0024974078430934,0.0027859939331033,0.0035446179716149,0.0026831687485202,0.003045727390918,0.0044108710286613,0.0058972210273635,0.1150687214767921,0.0805652567287775,0.0750296056474131,0.1148158009609155,0.1548688006259758,0.1404769537991218,0.2153064451261313,0.3397991826461748,1.306605883959937,0.0092684299705818,0.0073809785463609,0.0077401940461948,0.0048804522002242,0.0051405462184211,0.0024951256289758,0.0019614117747868,0.0015547278583085,0.0014383190425621,0.0109978833371951,0.0105157744173652,0.015191192942718,0.0254906745176558,0.0382179405512199,0.0460907259190348,0.0877424451235024,0.1889008282279322,0.2113794705716353,0.0013683232739231,0.0013889083545556,0.0018716162307863,0.0031869318362577,0.0057037084782461,0.0077516875403398,0.0222312694082858,0.0748099570507156,0.1526965292148179,9.626850603818108e-05,0.0001021308222988182,0.00016037926477707742,0.0001831343085854087,0.0002677856495125752,0.00022710840587462024,0.0002629073751236888,0.000670024734986896,0.0010428242291682,0.0038423109595181,0.0029189211261226,0.0024382804438317,0.0025761995724502,0.0028402885592813,0.0017508575340857,0.0017372643012341,0.0016405893430397,0.0019663061599917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,0.007050801737292,0.006416717575619,0.0054133235368156,0.0045857120541397,0.0057224305170391,0.0046170758166897,0.0054322585619559,0.0069094952122414,0.0080599797789814,1.0823028425477332e-05,9.83733146853183e-06,7.934054266911517e-06,4.906672288029768e-06,3.820105142438024e-06,3.372951852043116e-06,2.2275913877933817e-06,2.163956644096743e-06,9.54874863623445e-07,0.0003460425341188511,0.0003066210426912257,0.0003177250580429368,0.0003601540836442041,0.0003320786275153864,0.0002886016894816867,0.000419848216260732,0.0007006337351569414,0.0020226831427026,0.0595960637531053,0.0605245191109754,0.0536218181024449,0.0538470150971432,0.0758830374996566,0.0727870600112681,0.1071270900531509,0.1815674824304285,0.3795473623878544,0.0011317156783461,0.0008275451484942218,0.0006088147312017527,0.0003822064274559114,0.0004169626060104292,0.0002887617473632531,0.0002833935130439613,0.0002779594792912121,0.0001913451031541058,0.0013896821352152,0.0013357414754235,0.0013711185826874,0.0012221990268415,0.0012684873438598,0.0011077188950295,0.0014991502810531,0.0031423623939321,0.0115618544583425,0.0004834288340660464,0.000482642680083245,0.00061384101650431,0.00048696368990200497,0.0005295184409797404,0.0005023291592323176,0.0007223363550011744,0.0016260209684957,0.0058820301513469,0.000110537321674542,0.00011621837147401948,0.00016254227457324075,0.00014741941881150447,0.00014925194088748656,0.00011727343515843812,0.00014754341514588987,0.00020044829404079512,0.0002141368328446001,0.00096203490837671,0.0007024544254677194,0.0005447844720159888,0.00031576195259584754,0.00034540453470543976,0.0002356361215021252,0.0002064814206335086,0.00022113053815786543,0.00016689082254117693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
