state,51 Open evergreen broadleaved - 10-20,51 Open evergreen broadleaved - 20-30,51 Open evergreen broadleaved - 30-40,51 Open evergreen broadleaved - 40-50,51 Open evergreen broadleaved - 50-60,51 Open evergreen broadleaved - 60-70,51 Open evergreen broadleaved - 70-80,51 Open evergreen broadleaved - 80-90,51 Open evergreen broadleaved - 90-100,52 Closed evergreen broadleaved - 10-20,52 Closed evergreen broadleaved - 20-30,52 Closed evergreen broadleaved - 30-40,52 Closed evergreen broadleaved - 40-50,52 Closed evergreen broadleaved - 50-60,52 Closed evergreen broadleaved - 60-70,52 Closed evergreen broadleaved - 70-80,52 Closed evergreen broadleaved - 80-90,52 Closed evergreen broadleaved - 90-100,61 Open deciduous broadleaved - 10-20,61 Open deciduous broadleaved - 20-30,61 Open deciduous broadleaved - 30-40,61 Open deciduous broadleaved - 40-50,61 Open deciduous broadleaved - 50-60,61 Open deciduous broadleaved - 60-70,61 Open deciduous broadleaved - 70-80,61 Open deciduous broadleaved - 80-90,61 Open deciduous broadleaved - 90-100,62 Closed deciduous broadleaved - 10-20,62 Closed deciduous broadleaved - 20-30,62 Closed deciduous broadleaved - 30-40,62 Closed deciduous broadleaved - 40-50,62 Closed deciduous broadleaved - 50-60,62 Closed deciduous broadleaved - 60-70,62 Closed deciduous broadleaved - 70-80,62 Closed deciduous broadleaved - 80-90,62 Closed deciduous broadleaved - 90-100,71 Open evergreen needleleaved - 10-20,71 Open evergreen needleleaved - 20-30,71 Open evergreen needleleaved - 30-40,71 Open evergreen needleleaved - 40-50,71 Open evergreen needleleaved - 50-60,71 Open evergreen needleleaved - 60-70,71 Open evergreen needleleaved - 70-80,71 Open evergreen needleleaved - 80-90,71 Open evergreen needleleaved - 90-100,72 Closed evergreen needleleaved - 10-20,72 Closed evergreen needleleaved - 20-30,72 Closed evergreen needleleaved - 30-40,72 Closed evergreen needleleaved - 40-50,72 Closed evergreen needleleaved - 50-60,72 Closed evergreen needleleaved - 60-70,72 Closed evergreen needleleaved - 70-80,72 Closed evergreen needleleaved - 80-90,72 Closed evergreen needleleaved - 90-100,81 Open deciduous needleleaved - 10-20,81 Open deciduous needleleaved - 20-30,81 Open deciduous needleleaved - 30-40,81 Open deciduous needleleaved - 40-50,81 Open deciduous needleleaved - 50-60,81 Open deciduous needleleaved - 60-70,81 Open deciduous needleleaved - 70-80,81 Open deciduous needleleaved - 80-90,81 Open deciduous needleleaved - 90-100,82 Closed deciduous needleleaved - 10-20,82 Closed deciduous needleleaved - 20-30,82 Closed deciduous needleleaved - 30-40,82 Closed deciduous needleleaved - 40-50,82 Closed deciduous needleleaved - 50-60,82 Closed deciduous needleleaved - 60-70,82 Closed deciduous needleleaved - 70-80,82 Closed deciduous needleleaved - 80-90,82 Closed deciduous needleleaved - 90-100,91 Open mixed forest - 10-20,91 Open mixed forest - 20-30,91 Open mixed forest - 30-40,91 Open mixed forest - 40-50,91 Open mixed forest - 50-60,91 Open mixed forest - 60-70,91 Open mixed forest - 70-80,91 Open mixed forest - 80-90,91 Open mixed forest - 90-100,92 Closed mixed forest - 10-20,92 Closed mixed forest - 20-30,92 Closed mixed forest - 30-40,92 Closed mixed forest - 40-50,92 Closed mixed forest - 50-60,92 Closed mixed forest - 60-70,92 Closed mixed forest - 70-80,92 Closed mixed forest - 80-90,92 Closed mixed forest - 90-100
Rhode Island,9.54000003616784e-06,8.865000033608794e-05,0.0002076091772576716,0.00023469035383092944,0.0001746427065444545,0.00017312541242105517,0.0001913343536665591,0.0001037640003933878,2.700000010236181e-06,0.0,1.2600000047768845e-06,2.790000010577387e-06,1.6200000061417086e-06,9.000000034120603e-07,6.300000023884422e-07,3.6000000136482413e-07,9.000000034120603e-08,0.0,3.6000000136482413e-06,4.3438588399977545e-05,0.00010521035334004764,0.0001481424711498698,0.00011659729455968816,0.00013438905933302228,0.00023158800087799136,0.000273095295153,1.1160000042309548e-05,8.226000031186231e-05,0.0009617495330579286,0.0030407929527046,0.0044998846052951,0.0062384509648275,0.0188708104244837,0.0463296527638792,0.0162764273558244,0.0003983809426868037,4.230000016036684e-06,8.117329442538948e-05,0.00011450047102232695,0.00010715576511212894,5.976070610891642e-05,2.7090000102703016e-05,2.349000008905477e-05,1.49400000566402e-05,1.4400000054592963e-06,4.1723294275827495e-05,0.000359066824890698,0.000897047650459691,0.0014486636525509,0.0020863334196743,0.0040566543683206,0.0108011026291842,0.0141065478181863,0.0007666775323183758,1.8000000068241206e-07,5.040000019107538e-06,9.660352977800587e-06,1.04400000395799e-05,1.3123058873281268e-05,2.9026235404161275e-05,0.00016809070651961476,0.0004693185900145645,4.557211781983084e-05,9.000000034120603e-08,2.1600000081889448e-06,4.590000017401508e-06,3.240000012283417e-06,3.240000012283417e-06,3.5100000133070357e-06,8.730000033096985e-06,1.1970000045380402e-05,9.000000034120603e-07,3.6000000136482413e-06,4.806000018220402e-05,7.574435322833681e-05,7.58340002875002e-05,4.92300001866397e-05,3.474000013170553e-05,2.2500000085301508e-05,1.2150000046062814e-05,8.100000030708543e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,0.00090503965048999,0.0015970711825253,0.0034514131895555,0.003074978482246,0.0030061493055144,0.0031083540117843,0.0045216840171425,0.0028463781284381,0.0004781022371066884,2.250000008530151e-06,6.390000024225628e-06,1.224000004640402e-05,8.010000030367337e-06,3.6000000136482413e-06,1.5300000058005023e-06,1.782352947933688e-06,5.400000020472362e-07,0.0,4.851000018391005e-05,0.0003293950600723248,0.0010451823569036,0.0010323578862667,0.0011390022396122,0.0012866968284075,0.0024320407151026,0.0031093553059057,0.0007645260028984542,0.0094642955652925,0.0159417388839673,0.0449674632293031,0.0676790737859952,0.1121617645428723,0.2007038474667864,0.3940181757290871,0.2638950892357674,0.0404937241535189,0.0001851017654076361,0.0006032107081692322,0.0010103583567716,0.0005767704727748749,0.0002749224716305154,0.00016236000061553568,0.00015003000056879046,7.596000028797789e-05,1.8900000071653267e-05,0.0006327000023986784,0.0038165562497633,0.0098634049785703,0.0138468667583782,0.0215834104347677,0.0314905727076216,0.0865683797399608,0.1406326071213985,0.05038509054396,0.00011178000042377788,0.0004778258841644642,0.0025392130684501,0.0045359484877848,0.010700503099391,0.020340215371231,0.0703848934433122,0.1237356756455745,0.038128558026905,8.550000032414573e-06,3.123000011839849e-05,7.95991767723629e-05,7.375658851491848e-05,7.15951767420183e-05,7.114376497560103e-05,0.00014552929466937455,0.0002108700007994457,6.021000022826684e-05,5.37300002037e-05,0.0002135692949273263,0.0004889752959714394,0.0003858607073452196,0.0002556035303808032,0.00019728317721852396,0.0002854394128468575,0.0002404800009117025,3.564000013511759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,0.0011761200044588,0.001757478359604,0.0033465603656285,0.0040649220154108,0.0029866122466168,0.0023388423618081,0.0029622261288773,0.002193069537726,0.0001431000005425176,1.8000000068241206e-06,5.760000021837186e-06,8.280000031390955e-06,1.089000004128593e-05,4.3200000163778896e-06,2.970000011259799e-06,3.870000014671859e-06,7.200000027296483e-07,1.8000000068241206e-07,4.266000016173166e-05,0.0002049300007769261,0.0004985015313016727,0.0008314468266815748,0.0009109256505123048,0.0010528725922269,0.0022252923613776,0.0030476763644954,0.0003085200011696543,0.0106920162758294,0.0152057280576476,0.0473135507676093,0.0962791546003055,0.1495055352726844,0.2554726926156013,0.4615093679849583,0.3574415212374773,0.0143331632308101,0.00037089000140611006,0.0007600249440578605,0.0010477800039723,0.0010278578862497,0.00032510223652663814,0.0001507500005715201,0.00010710000040603518,4.221000016002563e-05,3.060000011601005e-06,0.0004043375309446803,0.0020009551840565,0.0059540936696318,0.0089588146221997,0.0118740243979577,0.0164532964153185,0.038572591205059,0.0592128789303689,0.0077945375589622,0.0001016100003852216,0.0003797745896750872,0.0018921497718793,0.0040458300153384,0.0090420882695742,0.0177318417142833,0.0634221087110327,0.1186945670382275,0.0177205038318874,1.1520000043674372e-05,2.349000008905477e-05,5.641200021386794e-05,6.642000025181005e-05,6.282000023816181e-05,6.336000024020905e-05,0.00012285000046574623,0.0001937700007346166,4.671000017708593e-05,5.508000020881809e-05,0.00014319494171934812,0.00023095588322853607,0.0002800185892968945,0.00013062176520109274,7.819552970821789e-05,0.00010036729449815736,0.00010710000040603518,1.2330000046745226e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,6.86700002603402e-05,0.0004316809428130499,0.0015990441237093,0.0013721145934372,0.0011062595336057,0.0007846207088569898,0.0004945552959925942,0.000264000001000871,3.55792942525345e-05,1.8000000068241206e-07,4.230000016036684e-06,1.1160000042309548e-05,6.660000025249246e-06,5.850000022178392e-06,1.3500000051180905e-06,3.6000000136482413e-07,6.300000023884422e-07,0.0,8.460000032073367e-06,6.9421059086717e-05,0.00029322141287636046,0.00028491458931545607,0.00023964600090854067,0.0002013903537046832,0.0001811025889218863,0.0001949950595627904,3.168000012010452e-05,0.0007847297676809328,0.0051010634311037,0.0210831385505181,0.0280992329300586,0.0411979861561889,0.0968617683672202,0.2649908371222745,0.1482953387975081,0.0118992928686417,2.9880000113280403e-05,0.00028140458930214904,0.0007923476500627546,0.000400619648577644,0.000262554000995389,0.00010206000038692764,5.219858843318826e-05,2.1600000081889448e-05,1.8000000068241206e-06,0.00018909388306982976,0.0010000189449677,0.0026084520098891,0.0033490549538733,0.0044519742521723,0.005748286610028,0.009743898389882,0.0140436480532419,0.0022457054202785,2.430000009212563e-06,1.6597764768807436e-05,5.727070609947639e-05,6.669000025283367e-05,0.00012226164752233922,0.0003174134129680766,0.0015893445942607,0.0064635642597986,0.0029483054229422,5.400000020472362e-07,5.130000019448744e-06,1.8900000071653267e-05,1.3680000051863315e-05,9.630000036509044e-06,7.740000029343719e-06,9.73094121336232e-06,1.1880000045039196e-05,4.230000016036684e-06,1.476000005595779e-05,0.00011385000043162564,0.00028669129520454483,0.00018484129481841327,0.00010896670629546512,5.337000020233518e-05,2.880000010918593e-05,1.404000005322814e-05,9.000000034120603e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maine,0.0022991329498928,0.0032706674241643,0.0195191079563533,0.0232297052645385,0.0300757557610813,0.0451973302889981,0.0725128358043208,0.0438532484015495,0.0024678603622972,1.6200000061417086e-06,4.3200000163778896e-06,8.910000033779397e-06,7.470000028320101e-06,3.780000014330653e-06,2.430000009212563e-06,1.9800000075065327e-06,3.6000000136482413e-07,0.0,0.00015696000059506332,0.0014232532995134,0.0105219021575374,0.0137834509934319,0.020090377840872,0.0320765732980785,0.0709785652102688,0.0919655195251282,0.0202697284297873,0.0407436806250547,0.0501510407783668,0.185917005881315,0.3677724352766437,0.5131348124159738,0.7370592416178523,0.8732337576635258,0.3243448297002372,0.0165177402979158,0.00019332000073291056,0.0005985247081514667,0.0008743496503736388,0.0007189912968434711,0.0004483990605234901,0.0002383200009035136,0.0002519100009550357,0.00011853000044936834,1.1430000043333166e-05,0.0039716890738809,0.0315500895313767,0.099241807788008,0.1591785694270037,0.2188214496531205,0.3204499589795888,0.6175927985766982,0.714370308590658,0.1424707833636615,0.000366930001391097,0.0009839114154948894,0.0149225308801033,0.0208844697262355,0.0405104941535824,0.0746571168712737,0.190690064840587,0.2372192783111052,0.0404613982710434,2.151000008154824e-05,2.754000010440905e-05,0.00031980317768301903,0.0002762100010471613,0.00030232305996969,0.0002943963540572855,0.0004671900017712005,0.0006767100025655282,0.0003666600013900734,0.00027108000102771257,0.0006686100025348196,0.0028640273049756,0.0026034758922231,0.0022392469496658,0.0025120214212882,0.0051274828429686,0.006402510024273,0.0010330200039163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Massachusetts,0.0001806300006848005,0.0006565115319007169,0.0016866000063942,0.0016007396531275,0.0010915238864911,0.0008458976502657722,0.0008889698857231843,0.0006939052967483655,0.000248347765647413,1.8900000071653269e-06,5.760000021837186e-06,1.0530000039921106e-05,1.0800000040944724e-05,5.67000002149598e-06,2.610000009894975e-06,1.547647064690935e-06,6.300000023884422e-07,9.000000034120603e-08,3.933000014910704e-05,0.0002651445892405045,0.0005097240019324544,0.0007850544735645167,0.0005949737669615339,0.0005172314137256223,0.0005942876493118739,0.000775772473529327,0.0002806072951814793,0.002294345655757,0.0096219508600079,0.0237509926782795,0.0404144620355713,0.0500498137191595,0.1303632802589363,0.2939384866437849,0.1637845343856422,0.0532487885548168,8.2197882664568e-05,0.0004159524721651853,0.000881747297460508,0.0005463137667770551,0.000262074353934747,0.00010647000040364674,7.587105911117011e-05,4.77000001808392e-05,1.1430000043333166e-05,0.0007352400027874257,0.0039027734265608,0.006230379200091,0.0129121931077759,0.018475599599456,0.0292743537580431,0.0522695144334571,0.0716778602717435,0.0220106365540344,1.1430000043333166e-05,6.431223553793679e-05,0.00022349823614143928,0.0004430760016797801,0.0007916929441779195,0.0021029100079725,0.0095974927422681,0.0342061818943876,0.0214045409046778,2.250000008530151e-06,1.1700000044356784e-05,3.236082365209741e-05,3.204000012146935e-05,2.502000009485528e-05,2.2500000085301508e-05,3.679870602186339e-05,7.335000027808292e-05,3.564000013511759e-05,2.9160000110550754e-05,0.00016271470649923336,0.0003411875307052674,0.0002666756480698384,0.00013853329464285144,7.236000027432965e-05,7.133541203515114e-05,7.182000027228241e-05,2.0790000078818597e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,0.00014670000055616583,0.00035721000135424674,0.0008417029443675164,0.0013658777698841,0.0017635595360977,0.0015246024763682,0.0007438468263494675,0.000149400000566402,2.0700000078477387e-06,2.0700000078477387e-06,4.77000001808392e-06,9.180000034803015e-06,1.1610000044015578e-05,8.730000033096985e-06,7.650000029002513e-06,2.340000008871357e-06,7.200000027296483e-07,0.0,0.0003299400012508613,0.000459090001740492,0.0006380100024188096,0.0010874700041227,0.0009739800036925316,0.0009643740036561137,0.0009308382388230912,0.0003926700014886819,1.0800000040944724e-06,0.0011650690632405,0.0047672364886616,0.0119259349863898,0.032508661887952,0.0474503807681281,0.080322581951576,0.1218248517559773,0.0967883675434125,0.0094696323888422,5.427000020574724e-05,0.00018756000071107337,0.0003800700014409131,0.0004937400018718563,0.0005926136493055274,0.00034857000132149096,0.00012186000046199295,1.863000007062965e-05,4.500000017060302e-07,0.0038084400144384,0.0054436323735789,0.0131985011088613,0.0398178876803684,0.0530454277305164,0.0508486886633646,0.0340130348348318,0.0080438841481428,6.048000022929045e-05,2.790000010577387e-06,7.830000029684925e-06,1.5750000059711056e-05,2.8170000106797488e-05,5.300894137743693e-05,0.00013806000052341003,0.0004658400017660824,0.0002509200009512824,6.7500000255904524e-06,1.5300000058005023e-06,5.310000020131156e-06,9.99000003787387e-06,1.2510000047427638e-05,1.4490000054934171e-05,1.584000006005226e-05,9.27000003514422e-06,3.5100000133070357e-06,0.0,2.907000011020955e-05,0.000104400000395799,0.00019278000073086327,0.0002465100009345633,0.00027207000103146584,0.00016749000063498445,5.652000021427739e-05,1.0800000040944724e-05,1.8000000068241206e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsylvania,0.000772157297045033,0.0019669475368688,0.010405164392389,0.0161795022966334,0.0211653974920064,0.0224718618499007,0.0152824835873503,0.0048033607240927,0.00034949576603088305,2.970000011259799e-06,5.850000022178392e-06,2.2140000083936684e-05,3.492000013238794e-05,6.822000025863417e-05,8.883000033677035e-05,7.371000027944774e-05,1.3320000050498493e-05,2.700000010236181e-07,4.0680000154225127e-05,0.00018549000070322563,0.0006686520025349789,0.0013049940049474,0.0026594368336118,0.0041190847214985,0.005065394489792,0.0021084367138758,0.00010323000039136332,0.0087180025036397,0.0241935332681925,0.1212682441068083,0.2142077146944525,0.4484641259355015,1.0026957105072802,2.2778959716947327,1.8981103504901915,0.1755516380773122,0.0004789380018157393,0.0011546911808482,0.0042769069573909,0.00584686308099,0.0074396707340874,0.0061132126114115,0.0028757378932553,0.0004907700018605965,6.192000023474975e-05,0.00018900000071653267,0.0011248365924997,0.0042438868396187,0.0080176789715729,0.017099015358943,0.0293576125818881,0.0570249880985448,0.0345565967192455,0.0041424850745284,9.450000035826632e-05,0.0003898168250072768,0.002309869773463,0.0049852757836059,0.0132701862856037,0.0336121840097827,0.0802643388925317,0.088356883040859,0.0192580758377166,4.860000018425126e-06,2.4120000091443217e-05,0.00011124000042173066,0.00016930870652423242,0.0003059100011597593,0.0004415400016739568,0.0005054495313280139,0.00015345000058175629,1.7312470653869955e-05,0.00018540000070288443,0.00057506400218017,0.0016644649474867,0.0019152614190258,0.002962501422996,0.0024403411857223,0.0014196374171468,0.0003055168246876805,2.9430000111574373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,0.0026084220098889,0.0055146988444366,0.0147908329972511,0.0140002737001363,0.0120949722811483,0.00842606262018,0.0080275832069045,0.0044969696641076,0.0006298669435644084,8.640000032755779e-06,2.4660000093490453e-05,4.9770000188686936e-05,4.374000016582613e-05,3.312000012556382e-05,1.836000006960603e-05,8.640000032755779e-06,2.970000011259799e-06,2.700000010236181e-07,0.00020628000078204425,0.0008911221210254615,0.0021306144786657,0.0024047530679403,0.0026637469512752,0.0027861356576215,0.004525807781864,0.0055390080209993,0.0004994100018933523,0.0357204029589518,0.0688018823784872,0.2152548992866579,0.3629745659643365,0.5504042082043274,0.9088007709748372,1.9475925035013169,1.585784826364934,0.1891287663640796,0.0021102720080004,0.0042685927220653,0.0090242926224479,0.0056514215508373,0.0033373549538289,0.0015003000056879,0.0010972658865128,0.0003726900014129342,0.0001460700005537774,0.0015979616531169,0.009147516387621,0.0237738537371897,0.0346581654255129,0.0502416764257692,0.0804621232462227,0.1635151428552091,0.2732260863299664,0.0510256971346239,0.0003324600012604151,0.0011605228279291,0.0049800293129978,0.0092041860348947,0.0198681085459117,0.0398388972098598,0.134509930392304,0.2878081814440733,0.0753349227561963,2.583000009792613e-05,6.40800002429387e-05,0.0001598400006059819,0.00017529282419397808,0.00020511000077760852,0.00017055000064658543,0.00029898000113348644,0.00033498000126996885,3.4437176601145704e-05,0.0009774900037058387,0.0020836722431936,0.0039206124854519,0.0034530960130913,0.0021249388315854,0.0011232017689641,0.0010313890627337,0.0005987700022700437,7.60500002883191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois,4.500000017060302e-07,4.950000018766332e-06,0.00015435000058516837,0.0016549725945095,0.0114760034552722,0.0196179950155517,0.0207743845493476,0.0026898723631389,3.6900000139894473e-06,0.0,0.0,0.0,2.0700000078477387e-06,6.210000023543216e-06,1.0710000040603518e-05,4.500000017060302e-06,3.6000000136482413e-07,0.0,9.000000034120603e-08,3.6000000136482413e-07,1.2150000046062814e-05,7.650000029002513e-05,0.0003681900013958739,0.0007893900029927181,0.0028501200108053,0.0006647400025201478,9.000000034120603e-08,4.860000018425126e-06,0.00010881000041251808,0.0020937067138199,0.0159203022956508,0.1251889236510841,0.3276218433597198,1.0857791525869704,0.1314998546161864,0.0011282400042773,2.700000010236181e-07,1.5300000058005023e-06,2.8530000108162312e-05,0.0002803500010628568,0.0012089700045834,0.0010943812982666,0.0004566614134959906,3.4380000130340704e-05,0.0,8.100000030708543e-07,3.780000014330653e-06,4.815000018254523e-05,0.0003696670602250031,0.0023470665971334,0.0041976967217965,0.013519708992432,0.0043390016635087,5.400000020472362e-07,0.0,7.200000027296483e-07,1.3230000050157288e-05,9.536929447920904e-05,0.0007829668264977785,0.0023930378914253,0.0140198612296223,0.0032064564827444,4.3200000163778896e-06,9.000000034120603e-08,4.500000017060302e-07,8.730000033096985e-06,4.230000016036684e-05,0.00017987258891722312,0.000511276237232457,0.0006353802377029573,5.6340000213594976e-05,3.6000000136482413e-07,9.000000034120603e-08,6.300000023884422e-07,3.151094129593418e-05,0.0002459700009325161,0.0011296800042828,0.0009537300036157604,0.00032589000123550704,1.773000006721759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
